1.7211924493312836E-01	3.7011718750000000E+01
2.3051369935274124E-01	3.7011718750000000E+01
2.8814432770013809E-01	3.7011718750000000E+01
3.4582754969596863E-01	3.7011718750000000E+01
4.0344373136758804E-01	3.7011718750000000E+01
4.6108572930097580E-01	3.7011718750000000E+01
5.1875174790620804E-01	3.7011718750000000E+01
5.7719693332910538E-01	3.7144531250000000E+01
6.3503991067409515E-01	3.7144531250000000E+01
6.9279418140649796E-01	3.7144531250000000E+01
7.5049979984760284E-01	3.7144531250000000E+01
8.0822639167308807E-01	3.7144531250000000E+01
8.6595011502504349E-01	3.7144531250000000E+01
9.2367369681596756E-01	3.7144531250000000E+01
9.8142323642969131E-01	3.7144531250000000E+01
1.0391513854265213E+00	3.7144531250000000E+01
1.0968459546566010E+00	3.7144531250000000E+01
1.1546459719538689E+00	3.7144531250000000E+01
1.2123802378773689E+00	3.7144531250000000E+01
1.2701199203729630E+00	3.7144531250000000E+01
1.3278621360659599E+00	3.7144531250000000E+01
1.3855709955096245E+00	3.7144531250000000E+01
1.4433345049619675E+00	3.7144531250000000E+01
1.5010610520839691E+00	3.7144531250000000E+01
1.5587943792343140E+00	3.7144531250000000E+01
1.6165125519037247E+00	3.7144531250000000E+01
1.6742176562547684E+00	3.7144531250000000E+01
1.7319129556417465E+00	3.7144531250000000E+01
1.7896667197346687E+00	3.7144531250000000E+01
1.8474078923463821E+00	3.7144531250000000E+01
1.9052062332630157E+00	3.7144531250000000E+01
1.9629492834210396E+00	3.7144531250000000E+01
2.0206889808177948E+00	3.7144531250000000E+01
2.0784431472420692E+00	3.7144531250000000E+01
2.1362161785364151E+00	3.7144531250000000E+01
2.1939179524779320E+00	3.7144531250000000E+01
2.2516401335597038E+00	3.7144531250000000E+01
2.3093747496604919E+00	3.7144531250000000E+01
2.3671261370182037E+00	3.7144531250000000E+01
2.4248696714639664E+00	3.7144531250000000E+01
2.4825783446431160E+00	3.7144531250000000E+01
2.5408930107951164E+00	3.7160156250000000E+01
2.5987570807337761E+00	3.7160156250000000E+01
2.6564866453409195E+00	3.7160156250000000E+01
2.7142867147922516E+00	3.7160156250000000E+01
2.7720662280917168E+00	3.7160156250000000E+01
